ENST00000362091	CCDS7072.1
ENST00000279147	CCDS8192.1
ENST00000279168	CCDS8086.1
ENST00000279178	CCDS8043.1
ENST00000279206	CCDS8061.1
ENST00000279227	CCDS8060.1
ENST00000279230	CCDS8064.1
ENST00000279242	CCDS8096.1
ENST00000279249	CCDS8099.1
ENST00000279259	CCDS8095.1
ENST00000279281	CCDS8093.1
ENST00000279386	CCDS10670.1
ENST00000279387	CCDS10669.1
ENST00000279389	CCDS10667.1
ENST00000279392	CCDS10664.1
ENST00000279394	CCDS10662.1
ENST00000279431	CCDS7179.1
ENST00000279441	CCDS8321.1
ENST00000279488	CCDS9033.1
ENST00000279552	CCDS7156.1
ENST00000279575	CCDS8641.1
ENST00000279593	CCDS8662.1
ENST00000279716	CCDS7203.1
ENST00000279766	CCDS7947.1
ENST00000279804	CCDS10694.1
ENST00000279889	CCDS9445.1
ENST00000279934	CCDS9537.1
ENST00000279992	CCDS8472.1
ENST00000279993	CCDS9293.1
ENST00000279994	CCDS9294.1
ENST00000279996	CCDS9295.1
ENST00000280057	CCDS9427.1
ENST00000280082	CCDS9672.1
ENST00000280083	CCDS9674.1
ENST00000280097	CCDS2181.1
ENST00000280155	CCDS7569.1
ENST00000280187	CCDS3824.1
ENST00000280190	CCDS3825.1
ENST00000280191	CCDS3826.1
ENST00000280200	CCDS11997.1
ENST00000280245	CCDS8271.1
ENST00000280250	CCDS1374.1
ENST00000280254	CCDS1381.1
ENST00000280258	CCDS8278.1
ENST00000280326	CCDS3877.1
ENST00000280346	CCDS8354.1
ENST00000280350	CCDS8355.1
ENST00000280352	CCDS8356.1
ENST00000280354	CCDS8357.1
ENST00000280362	CCDS8359.1
ENST00000280452	CCDS7141.1
ENST00000280458	CCDS1678.1
ENST00000280467	CCDS7860.1
ENST00000280496	CCDS9371.1
ENST00000280527	CCDS1783.1
ENST00000280551	CCDS3710.1
ENST00000280560	CCDS9241.1
ENST00000280571	CCDS9248.1
ENST00000280591	CCDS2561.1
ENST00000280605	CCDS3805.1
ENST00000280612	CCDS3742.1
ENST00000280614	CCDS3743.1
ENST00000280623	CCDS7146.1
ENST00000280633	CCDS7167.1
ENST00000280677	CCDS8521.1
ENST00000280684	CCDS8534.1
ENST00000280701	CCDS2643.1
ENST00000280704	CCDS7840.1
ENST00000280706	CCDS7841.1
ENST00000280734	CCDS7844.1
ENST00000280756	CCDS9110.1
ENST00000280758	CCDS9113.1
ENST00000280772	CCDS7258.1
ENST00000280773	CCDS7250.1
ENST00000280774	CCDS9130.1
ENST00000280800	CCDS9168.1
ENST00000280829	CCDS784.1
ENST00000280840	CCDS785.1
ENST00000280867	CCDS7365.1
ENST00000280871	CCDS8736.1
ENST00000280886	CCDS7054.1
ENST00000280904	CCDS11892.1
ENST00000280969	CCDS4364.1
ENST00000280979	CCDS9644.1
ENST00000280987	CCDS9653.1
ENST00000281011	CCDS7908.1
ENST00000281030	CCDS8256.1
ENST00000281031	CCDS8257.1
ENST00000281038	CCDS8261.1
ENST00000281043	CCDS1687.1
ENST00000281083	CCDS1394.1
ENST00000281087	CCDS1395.1
ENST00000281092	CCDS4098.1
ENST00000281127	CCDS9871.1
ENST00000281141	CCDS7090.1
ENST00000281142	CCDS3740.1
ENST00000281144	CCDS7093.1
ENST00000281146	CCDS3741.1
ENST00000281154	CCDS3733.1
ENST00000281156	CCDS4963.1
ENST00000281171	CCDS8675.1
ENST00000281180	CCDS8499.1
ENST00000281182	CCDS8498.1
ENST00000281185	CCDS8496.1
ENST00000281187	CCDS8495.1
ENST00000281221	CCDS7575.1
ENST00000281235	CCDS7585.1
ENST00000281243	CCDS3421.1
ENST00000281282	CCDS10161.1
ENST00000281317	CCDS3766.1
ENST00000281359	CCDS7076.1
ENST00000281364	CCDS7675.1
ENST00000281372	CCDS7080.1
ENST00000281382	CCDS1827.1
ENST00000281394	CCDS1839.1
ENST00000281405	CCDS1695.1
ENST00000281416	CCDS2306.1
ENST00000281419	CCDS1661.1
ENST00000281437	CCDS8481.1
ENST00000281441	CCDS8482.1
ENST00000281453	CCDS3838.1
ENST00000281455	CCDS3839.1
ENST00000281474	CCDS8726.1
ENST00000281508	CCDS9390.1
ENST00000281513	CCDS1685.1
ENST00000281523	CCDS2636.1
ENST00000281527	CCDS3794.1
ENST00000281543	CCDS3468.1
ENST00000281578	CCDS9300.1
ENST00000281589	CCDS9311.1
ENST00000281593	CCDS9310.1
ENST00000281623	CCDS3938.1
ENST00000281629	CCDS3944.1
ENST00000281631	CCDS3954.1
ENST00000281679	CCDS7615.1
ENST00000281701	CCDS1542.1
ENST00000281703	CCDS9265.1
ENST00000281708	CCDS3777.1
ENST00000281722	CCDS3790.1
ENST00000281753	CCDS2387.1
ENST00000281794	CCDS915.1
ENST00000281806	CCDS5044.1
ENST00000281821	CCDS2447.1
ENST00000281828	CCDS2454.1
ENST00000281830	CCDS2456.1
ENST00000281834	CCDS1306.1
ENST00000281866	CCDS753.1
ENST00000281871	CCDS2157.1
ENST00000281894	CCDS1514.1
ENST00000281923	CCDS2171.1
ENST00000281924	CCDS2172.1
ENST00000281928	CCDS9177.1
ENST00000281932	CCDS1785.1
ENST00000281938	CCDS9189.1
ENST00000281950	CCDS1799.1
ENST00000281961	CCDS1804.1
ENST00000281993	CCDS9457.1
ENST00000282007	CCDS9400.1
ENST00000282018	CCDS9412.1
ENST00000282020	CCDS3637.1
ENST00000282026	CCDS9419.1
ENST00000282030	CCDS11923.1
ENST00000282032	CCDS7869.1
ENST00000282050	CCDS11927.1
ENST00000282058	CCDS11928.1
ENST00000282074	CCDS2229.1
ENST00000282075	CCDS2230.1
ENST00000282077	CCDS2250.1
ENST00000282082	CCDS5027.1
ENST00000282091	CCDS7812.1
ENST00000282096	CCDS7817.1
ENST00000282111	CCDS1971.1
ENST00000282141	CCDS2379.1
ENST00000282146	CCDS9889.1
ENST00000282185	CCDS4057.1
ENST00000282206	CCDS1251.1
ENST00000282223	CCDS4191.1
ENST00000282226	CCDS4051.1
ENST00000282228	CCDS1255.1
ENST00000282251	CCDS8336.1
ENST00000282259	CCDS4047.1
ENST00000282268	CCDS4058.1
ENST00000282278	CCDS2325.1
ENST00000282286	CCDS12950.1
ENST00000282296	CCDS12959.1
ENST00000282308	CCDS12966.1
ENST00000282318	CCDS7108.1
ENST00000282326	CCDS12969.1
ENST00000282343	CCDS7127.1
ENST00000282356	CCDS4103.1
ENST00000282369	CCDS4115.1
ENST00000282382	CCDS4120.1
ENST00000282388	CCDS1811.1
ENST00000282391	CCDS9329.1
ENST00000282397	CCDS9330.1
ENST00000282406	CCDS1812.1
ENST00000282412	CCDS1817.1
ENST00000282438	CCDS8755.1
ENST00000282466	CCDS3160.1
ENST00000282469	CCDS3910.1
ENST00000282470	CCDS3622.1
ENST00000282486	CCDS3165.1
ENST00000282488	CCDS3166.1
ENST00000282499	CCDS8333.1
ENST00000282501	CCDS3912.1
ENST00000282507	CCDS3914.1
ENST00000282512	CCDS3917.1
ENST00000282538	CCDS2649.1
ENST00000282549	CCDS1873.1
ENST00000282561	CCDS5123.1
ENST00000282570	CCDS1895.1
ENST00000282574	CCDS1901.1
ENST00000282587	CCDS1780.1
ENST00000282588	CCDS3955.1
ENST00000282606	CCDS4177.1
ENST00000282611	CCDS4181.1
ENST00000282641	CCDS7242.1
ENST00000282658	CCDS9472.1
ENST00000282670	CCDS633.1
ENST00000282672	CCDS635.1
ENST00000282676	CCDS7390.1
ENST00000282692	CCDS7403.1
ENST00000282701	CCDS3588.1
ENST00000282728	CCDS7423.1
ENST00000282753	CCDS5209.1
ENST00000282833	CCDS5137.1
ENST00000282841	CCDS1604.1
ENST00000282849	CCDS10926.1
ENST00000282878	CCDS3976.1
ENST00000282881	CCDS8704.1
ENST00000282884	CCDS8705.1
ENST00000282891	CCDS4005.1
ENST00000282892	CCDS8711.1
ENST00000282902	CCDS4549.1
ENST00000282903	CCDS3132.1
ENST00000282908	CCDS3380.1
ENST00000282924	CCDS3385.1
ENST00000282928	CCDS3136.1
ENST00000282970	CCDS3431.1
ENST00000282999	CCDS4108.1
ENST00000283003	CCDS4488.1
ENST00000283006	CCDS3998.1
ENST00000283009	CCDS4491.1
ENST00000283025	CCDS10542.1
ENST00000283027	CCDS10543.1
ENST00000283054	CCDS2173.1
ENST00000283065	CCDS2088.1
ENST00000283095	CCDS4084.1
ENST00000283109	CCDS4089.1
ENST00000283122	CCDS4066.1
ENST00000283131	CCDS3761.1
ENST00000283147	CCDS4503.1
ENST00000283195	CCDS2079.1
ENST00000283228	CCDS8998.1
ENST00000283249	CCDS2212.1
ENST00000283268	CCDS2897.1
ENST00000283269	CCDS2899.1
ENST00000283285	CCDS2959.1
ENST00000283290	CCDS2966.1
ENST00000283296	CCDS4919.1
ENST00000283303	CCDS4922.1
ENST00000283309	CCDS5306.1
ENST00000283351	CCDS11901.1
ENST00000283415	CCDS3864.1
ENST00000283429	CCDS10516.1
ENST00000283441	CCDS3857.1
ENST00000283474	CCDS10518.1
ENST00000283506	CCDS5298.1
ENST00000283537	CCDS9517.1
ENST00000283538	CCDS9516.1
ENST00000283547	CCDS9522.1
ENST00000283550	CCDS9524.1
ENST00000283600	CCDS9535.1
ENST00000283627	CCDS2658.1
ENST00000283629	CCDS2659.1
ENST00000283632	CCDS1991.1
ENST00000283635	CCDS1992.1
ENST00000283645	CCDS10008.1
ENST00000283646	CCDS2004.1
ENST00000283684	CCDS11965.1
ENST00000283713	CCDS2670.1
ENST00000283752	CCDS11986.1
ENST00000283760	CCDS10012.1
ENST00000283871	CCDS3000.1
ENST00000283875	CCDS3002.1
ENST00000283882	CCDS10916.1
ENST00000283891	CCDS14459.1
ENST00000283905	CCDS5394.1
ENST00000283916	CCDS3518.1
ENST00000283921	CCDS5410.1
ENST00000283928	CCDS5416.1
ENST00000283936	CCDS11687.1
ENST00000283946	CCDS2472.1
ENST00000283977	CCDS4997.1
ENST00000284000	CCDS12432.1
ENST00000284006	CCDS12434.1
ENST00000284031	CCDS705.1
ENST00000284037	CCDS3990.1
ENST00000284041	CCDS3991.1
ENST00000284061	CCDS11590.1
ENST00000284064	CCDS711.1
ENST00000284073	CCDS11596.1
ENST00000284108	CCDS5110.1
ENST00000284110	CCDS11165.1
ENST00000284116	CCDS11616.1
ENST00000284122	CCDS5118.1
ENST00000284142	CCDS671.1
ENST00000284154	CCDS11202.1
ENST00000284165	CCDS9773.1
ENST00000284202	CCDS11886.1
ENST00000284225	CCDS4972.1
ENST00000284240	CCDS8424.1
ENST00000284262	CCDS10962.1
ENST00000284268	CCDS3885.1
ENST00000284288	CCDS8447.1
ENST00000284290	CCDS8448.1
ENST00000284292	CCDS8451.1
ENST00000284308	CCDS3890.1
ENST00000284311	CCDS2931.1
ENST00000284382	CCDS10384.1
ENST00000284384	CCDS11664.1
ENST00000284425	CCDS11683.1
ENST00000284431	CCDS5148.1
ENST00000284437	CCDS3442.1
ENST00000284440	CCDS3462.1
ENST00000284461	CCDS1530.1
ENST00000284486	CCDS5981.1
ENST00000284503	CCDS5984.1
ENST00000284507	CCDS6622.1
ENST00000284523	CCDS1564.1
ENST00000284538	CCDS5987.1
ENST00000284548	CCDS1570.1
ENST00000284562	CCDS4946.1
ENST00000284576	CCDS1620.1
ENST00000284601	CCDS5759.1
ENST00000284617	CCDS1577.1
ENST00000284629	CCDS5772.1
ENST00000284669	CCDS2234.1
ENST00000284670	CCDS7635.1
ENST00000284674	CCDS7636.1
ENST00000284684	CCDS7647.1
ENST00000284690	CCDS7652.1
ENST00000284719	CCDS2255.1
ENST00000284727	CCDS2263.1
ENST00000284770	CCDS3844.1
ENST00000284776	CCDS3845.1
ENST00000284818	CCDS6216.1
ENST00000284856	CCDS14786.1
ENST00000284885	CCDS13571.1
ENST00000284898	CCDS11839.1
ENST00000284957	CCDS5535.1
ENST00000284971	CCDS13574.1
ENST00000284973	CCDS13575.1
ENST00000284987	CCDS13579.1
ENST00000284995	CCDS2611.1
ENST00000285018	CCDS2616.1
ENST00000285082	CCDS2629.1
ENST00000285083	CCDS2630.1
ENST00000285093	CCDS11939.1
ENST00000285106	CCDS11945.1
ENST00000285116	CCDS11946.1
ENST00000285134	CCDS11849.1
ENST00000285141	CCDS11850.1
ENST00000285208	CCDS3082.1
ENST00000285243	CCDS11572.1
ENST00000285274	CCDS11172.1
ENST00000285298	CCDS5520.1
ENST00000285311	CCDS3675.1
ENST00000285379	CCDS6239.1
ENST00000285381	CCDS6238.1
ENST00000285393	CCDS6241.1
ENST00000285397	CCDS5077.1
ENST00000285398	CCDS2144.1
ENST00000285402	CCDS6293.1
ENST00000285407	CCDS6294.1
ENST00000285415	CCDS6296.1
ENST00000285419	CCDS6252.1
ENST00000285420	CCDS6253.1
ENST00000285440	CCDS5087.1
ENST00000285456	CCDS5101.1
ENST00000285482	CCDS6481.1
ENST00000285605	CCDS7471.1
ENST00000285609	CCDS13561.1
ENST00000285622	CCDS3403.1
ENST00000285635	CCDS3402.1
ENST00000285667	CCDS13567.1
ENST00000285689	CCDS4136.1
ENST00000285697	CCDS10724.1
ENST00000285735	CCDS854.1
ENST00000285737	CCDS10734.1
ENST00000285753	CCDS858.1
ENST00000285767	CCDS10740.1
ENST00000285794	CCDS871.1
ENST00000285805	CCDS5545.1
ENST00000285814	CCDS2135.1
ENST00000285818	CCDS881.1
ENST00000285848	CCDS9573.1
ENST00000285850	CCDS9574.1
ENST00000285873	CCDS4330.1
ENST00000285896	CCDS4329.1
ENST00000285900	CCDS4322.1
ENST00000285928	CCDS5830.1
ENST00000285930	CCDS5831.1
ENST00000285947	CCDS3972.1
ENST00000285949	CCDS7425.1
ENST00000285979	CCDS7435.1
ENST00000285981	CCDS7436.1
ENST00000285985	CCDS7438.1
ENST00000286049	CCDS14339.1
ENST00000286067	CCDS7452.1
ENST00000286089	CCDS14383.1
ENST00000286091	CCDS5893.1
ENST00000286096	CCDS10627.1
ENST00000286143	CCDS10602.1
ENST00000286149	CCDS10600.1
ENST00000286175	CCDS2332.1
ENST00000286181	CCDS2335.1
ENST00000286186	CCDS2340.1
ENST00000286190	CCDS2346.1
ENST00000286195	CCDS2349.1
ENST00000286201	CCDS2351.1
ENST00000286234	CCDS6331.1
ENST00000286298	CCDS4300.1
ENST00000286301	CCDS4302.1
ENST00000286307	CCDS4342.1
ENST00000286317	CCDS4334.1
ENST00000286332	CCDS5214.1
ENST00000286333	CCDS6487.1
ENST00000286334	CCDS6488.1
ENST00000286349	CCDS3113.1
ENST00000286353	CCDS3116.1
ENST00000286355	CCDS6363.1
ENST00000286364	CCDS3117.1
ENST00000286365	CCDS5232.1
ENST00000286371	CCDS3121.1
ENST00000286380	CCDS5224.1
ENST00000286428	CCDS14765.1
ENST00000286430	CCDS14766.1
ENST00000286431	CCDS14767.1
ENST00000286437	CCDS14684.1
ENST00000286448	CCDS14770.1
ENST00000286452	CCDS8945.1
ENST00000286456	CCDS14689.1
ENST00000286479	CCDS6008.1
ENST00000286482	CCDS14692.1
ENST00000286492	CCDS6649.1
ENST00000286494	CCDS8947.1
ENST00000286517	CCDS807.1
ENST00000286521	CCDS6654.1
ENST00000286523	CCDS9819.1
ENST00000286544	CCDS9822.1
ENST00000286545	CCDS6657.1
ENST00000286548	CCDS6658.1
ENST00000286574	CCDS8971.1
ENST00000286603	CCDS801.1
ENST00000286604	CCDS3529.1
ENST00000286614	CCDS6246.1
ENST00000286621	CCDS7343.1
ENST00000286628	CCDS7352.1
ENST00000286639	CCDS9843.1
ENST00000286648	CCDS3548.1
ENST00000286657	CCDS3553.1
ENST00000286667	CCDS819.1
ENST00000286687	CCDS6266.1
ENST00000286688	CCDS6268.1
ENST00000286713	CCDS6830.1
ENST00000286744	CCDS10326.1
ENST00000286749	CCDS10334.1
ENST00000286758	CCDS3582.1
ENST00000286777	CCDS13582.1
ENST00000286800	CCDS13585.1
ENST00000286808	CCDS13586.1
ENST00000286809	CCDS13587.1
ENST00000286824	CCDS14248.1
ENST00000286827	CCDS13609.1
ENST00000286890	CCDS13163.1
ENST00000286918	CCDS9973.1
ENST00000286935	CCDS7558.1
ENST00000286939	CCDS7539.1
ENST00000286953	CCDS9986.1
ENST00000286955	CCDS12152.1
ENST00000286983	CCDS7533.1
ENST00000287008	CCDS4267.1
ENST00000287022	CCDS6269.1
ENST00000287025	CCDS6270.1
ENST00000287031	CCDS4284.1
ENST00000287042	CCDS6279.1
ENST00000287097	CCDS4982.1
ENST00000287139	CCDS7304.1
ENST00000287143	CCDS7954.1
ENST00000287152	CCDS4844.1
ENST00000287156	CCDS7960.1
ENST00000287169	CCDS7965.1
ENST00000287202	CCDS10242.1
ENST00000287218	CCDS4836.1
ENST00000287239	CCDS7345.1
ENST00000287258	CCDS7347.1
ENST00000287272	CCDS6093.1
ENST00000287286	CCDS14615.1
ENST00000287295	CCDS14618.1
ENST00000287322	CCDS6104.1
ENST00000287364	CCDS6440.1
ENST00000287380	CCDS6338.1
ENST00000287387	CCDS6344.1
ENST00000287394	CCDS6343.1
ENST00000287396	CCDS6345.1
ENST00000287437	CCDS6356.1
ENST00000287461	CCDS10686.1
ENST00000287466	CCDS10688.1
ENST00000287468	CCDS10688.1
ENST00000287482	CCDS764.1
ENST00000287490	CCDS10712.1
ENST00000287538	CCDS14663.1
ENST00000287543	CCDS5381.1
ENST00000287594	CCDS10560.1
ENST00000287598	CCDS10053.1
ENST00000287611	CCDS3281.1
ENST00000287619	CCDS2585.1
ENST00000287624	CCDS2586.1
ENST00000287641	CCDS3288.1
ENST00000287647	CCDS2595.1
ENST00000287667	CCDS10556.1
ENST00000287675	CCDS2680.1
ENST00000287706	CCDS10558.1
ENST00000287713	CCDS1353.1
ENST00000287727	CCDS563.1
ENST00000287735	CCDS2503.1
ENST00000287748	CCDS2697.1
ENST00000287766	CCDS2603.1
ENST00000287773	CCDS4017.1
ENST00000287777	CCDS2703.1
ENST00000287814	CCDS2608.1
ENST00000287820	CCDS2609.1
ENST00000287838	CCDS6087.1
ENST00000287840	CCDS6085.1
ENST00000287842	CCDS6084.1
ENST00000287844	CCDS5923.1
ENST00000287845	CCDS6086.1
ENST00000287857	CCDS574.1
ENST00000287862	CCDS575.1
ENST00000287878	CCDS5928.1
ENST00000287885	CCDS583.1
ENST00000287906	CCDS591.1
ENST00000287907	CCDS5936.1
ENST00000287908	CCDS5615.1
ENST00000287913	CCDS9618.1
ENST00000287916	CCDS5618.1
ENST00000287934	CCDS5620.1
ENST00000287936	CCDS4027.1
ENST00000287957	CCDS5625.1
ENST00000287996	CCDS6699.1
ENST00000288011	CCDS6701.1
ENST00000288022	CCDS10875.1
ENST00000288025	CCDS10878.1
ENST00000288032	CCDS169.1
ENST00000288040	CCDS10886.1
ENST00000288048	CCDS147.1
ENST00000288063	CCDS10887.1
ENST00000288065	CCDS4809.1
ENST00000288071	CCDS10888.1
ENST00000288074	CCDS10890.1
ENST00000288078	CCDS10891.1
ENST00000288087	CCDS9620.1
ENST00000288098	CCDS10895.1
ENST00000288111	CCDS9623.1
ENST00000288135	CCDS3496.1
ENST00000288139	CCDS2872.1
ENST00000288167	CCDS2874.1
ENST00000288177	CCDS10901.1
ENST00000288207	CCDS10170.1
ENST00000288266	CCDS2882.1
ENST00000288274	CCDS14530.1
ENST00000288317	CCDS13656.1
ENST00000288319	CCDS13658.1
ENST00000288350	CCDS13665.1
ENST00000288368	CCDS6201.1
ENST00000288381	CCDS14550.1
ENST00000288383	CCDS13673.1
ENST00000288390	CCDS4911.1
ENST00000288398	CCDS10181.1
ENST00000288422	CCDS14226.1
ENST00000288439	CCDS11780.1
ENST00000288462	CCDS6796.1
ENST00000288490	CCDS5845.1
ENST00000288502	CCDS6808.1
ENST00000288513	CCDS5848.1
ENST00000288586	CCDS3435.1
ENST00000288599	CCDS1713.1
ENST00000288602	CCDS5863.1
ENST00000288607	CCDS5327.1
ENST00000288616	CCDS9205.1
ENST00000288682	CCDS1721.1
ENST00000288699	CCDS1730.1
ENST00000288710	CCDS1723.1
ENST00000288723	CCDS3409.1
ENST00000288726	CCDS43.1
ENST00000288738	CCDS42.1
ENST00000288745	CCDS10213.1
ENST00000288757	CCDS9210.1
ENST00000288774	CCDS41.1
ENST00000288796	CCDS39.1
ENST00000288815	CCDS6857.1
ENST00000288816	CCDS37.1
ENST00000288828	CCDS5339.1
ENST00000288839	CCDS14342.1
ENST00000288840	CCDS10221.1
ENST00000288873	CCDS1754.1
ENST00000288898	CCDS271.1
ENST00000288907	CCDS272.1
ENST00000288918	CCDS273.1
ENST00000288943	CCDS2016.1
ENST00000288976	CCDS6708.1
ENST00000288986	CCDS3092.1
ENST00000289004	CCDS9224.1
ENST00000289041	CCDS1775.1
ENST00000289063	CCDS315.1
ENST00000289065	CCDS2024.1
ENST00000289074	CCDS317.1
ENST00000289075	CCDS14498.1
ENST00000289104	CCDS3100.1
ENST00000289115	CCDS304.1
ENST00000289135	CCDS3101.1
ENST00000289153	CCDS3104.1
ENST00000289166	CCDS294.1
ENST00000289214	CCDS60.1
ENST00000289226	CCDS64.1
ENST00000289228	CCDS2033.1
ENST00000289269	CCDS4242.1
ENST00000289272	CCDS4240.1
ENST00000289290	CCDS14568.1
ENST00000289316	CCDS4587.1
ENST00000289352	CCDS4604.1
ENST00000289359	CCDS2040.1
ENST00000289361	CCDS4608.1
ENST00000289382	CCDS2050.1
ENST00000289388	CCDS2414.1
ENST00000289405	CCDS13418.1
ENST00000289407	CCDS5810.1
ENST00000289409	CCDS4218.1
ENST00000289416	CCDS10589.1
ENST00000289420	CCDS13420.1
ENST00000289425	CCDS1173.1
ENST00000289431	CCDS13422.1
ENST00000289432	CCDS1175.1
ENST00000289434	CCDS1176.1
ENST00000289479	CCDS14358.1
ENST00000289488	CCDS8208.1
ENST00000289528	CCDS2435.1
ENST00000289537	CCDS14364.1
ENST00000289547	CCDS5491.1
ENST00000289575	CCDS8235.1
ENST00000289577	CCDS5493.1
ENST00000289587	CCDS1445.1
ENST00000289619	CCDS14368.1
ENST00000289657	CCDS6117.1
ENST00000289703	CCDS1457.1
ENST00000289707	CCDS1188.1
ENST00000289710	CCDS1458.1
ENST00000289711	CCDS1187.1
ENST00000289734	CCDS6121.1
ENST00000289746	CCDS10976.1
ENST00000289749	CCDS196.1
ENST00000289753	CCDS197.1
ENST00000289775	CCDS1212.1
ENST00000289790	CCDS1214.1
ENST00000289805	CCDS10985.1
ENST00000289807	CCDS1218.1
ENST00000289816	CCDS10986.1
ENST00000289820	CCDS6018.1
ENST00000289823	CCDS6019.1
ENST00000289824	CCDS14394.1
ENST00000289825	CCDS206.1
ENST00000289839	CCDS210.1
ENST00000289840	CCDS211.1
ENST00000289897	CCDS1224.1
ENST00000289902	CCDS1225.1
ENST00000289906	CCDS1226.1
ENST00000289912	CCDS1228.1
ENST00000289918	CCDS1227.1
ENST00000289928	CCDS1229.1
ENST00000289953	CCDS13361.1
ENST00000289957	CCDS6134.1
ENST00000290015	CCDS11506.1
ENST00000290048	CCDS12999.1
ENST00000290122	CCDS220.1
ENST00000290130	CCDS13611.1
ENST00000290155	CCDS13617.1
ENST00000290158	CCDS11513.1
ENST00000290163	CCDS6067.1
ENST00000290167	CCDS223.1
ENST00000290200	CCDS13623.1
ENST00000290208	CCDS11517.1
ENST00000290209	CCDS10036.1
ENST00000290216	CCDS11519.1
ENST00000290230	CCDS13627.1
ENST00000290231	CCDS13392.1
ENST00000290239	CCDS13630.1
ENST00000290244	CCDS13633.1
ENST00000290246	CCDS13398.1
ENST00000290269	CCDS940.1
ENST00000290271	CCDS6043.1
ENST00000290275	CCDS1410.1
ENST00000290291	CCDS13504.1
ENST00000290294	CCDS11535.1
ENST00000290295	CCDS11536.1
ENST00000290299	CCDS13634.1
ENST00000290310	CCDS13635.1
ENST00000290313	CCDS11539.1
ENST00000290325	CCDS11540.1
ENST00000290330	CCDS11541.1
ENST00000290341	CCDS11543.1
ENST00000290349	CCDS13641.1
ENST00000290352	CCDS13052.1
ENST00000290354	CCDS13642.1
ENST00000290363	CCDS949.1
ENST00000290374	CCDS10040.1
ENST00000290378	CCDS10041.1
ENST00000290393	CCDS13645.1
ENST00000290399	CCDS13646.1
ENST00000290410	CCDS968.1
ENST00000290417	CCDS13055.1
ENST00000290418	CCDS1945.1
ENST00000290495	CCDS13546.1
ENST00000290501	CCDS14290.1
ENST00000290507	CCDS180.1
ENST00000290512	CCDS1431.1
ENST00000290517	CCDS991.1
ENST00000290524	CCDS994.1
ENST00000290533	CCDS995.1
ENST00000290541	CCDS996.1
ENST00000290551	CCDS1437.1
ENST00000290573	CCDS1956.1
ENST00000290583	CCDS1002.1
ENST00000290597	CCDS188.1
ENST00000290636	CCDS1020.1
ENST00000290649	CCDS10758.1
ENST00000290650	CCDS10091.1
ENST00000290691	CCDS13811.1
ENST00000290704	CCDS10768.1
ENST00000290722	CCDS1035.1
ENST00000290759	CCDS10290.1
ENST00000290776	CCDS10774.1
ENST00000290786	CCDS10775.1
ENST00000290795	CCDS528.1
ENST00000290810	CCDS10820.1
ENST00000290818	CCDS8722.1
ENST00000290833	CCDS10787.1
ENST00000290846	CCDS14075.1
ENST00000290858	CCDS10827.1
ENST00000290866	CCDS11637.1
ENST00000290868	CCDS3038.1
ENST00000290871	CCDS10790.1
ENST00000290902	CCDS3347.1
ENST00000290913	CCDS3041.1
ENST00000290921	CCDS3348.1
ENST00000290942	CCDS10835.1
ENST00000290949	CCDS10838.1
ENST00000290953	CCDS10839.1
ENST00000290968	CCDS5872.1
ENST00000291041	CCDS10851.1
ENST00000291049	CCDS13835.1
ENST00000291074	CCDS10995.1
ENST00000291107	CCDS11000.1
ENST00000291149	CCDS6583.1
ENST00000291153	CCDS6585.1
ENST00000291231	CCDS11025.1
ENST00000291232	CCDS14024.1
ENST00000291236	CCDS14027.1
ENST00000291270	CCDS12674.1
ENST00000291281	CCDS12689.1
ENST00000291294	CCDS12686.1
ENST00000291355	CCDS118.1
ENST00000291356	CCDS354.1
ENST00000291358	CCDS355.1
ENST00000291370	CCDS363.1
ENST00000291374	CCDS364.1
ENST00000291384	CCDS30.1
ENST00000291386	CCDS32.1
ENST00000291413	CCDS377.1
ENST00000291416	CCDS376.1
ENST00000291439	CCDS12342.1
ENST00000291442	CCDS12352.1
ENST00000291449	CCDS12354.1
ENST00000291478	CCDS3028.1
ENST00000291481	CCDS12398.1
ENST00000291495	CCDS12405.1
ENST00000291526	CCDS13684.1
ENST00000291527	CCDS13685.1
ENST00000291532	CCDS13686.1
ENST00000291536	CCDS13688.1
ENST00000291539	CCDS13690.1
ENST00000291541	CCDS13691.1
ENST00000291547	CCDS13692.1
ENST00000291552	CCDS13694.1
ENST00000291554	CCDS13695.1
ENST00000291560	CCDS13697.1
ENST00000291565	CCDS13699.1
ENST00000291568	CCDS13701.1
ENST00000291574	CCDS13704.1
ENST00000291575	CCDS14760.1
ENST00000291582	CCDS13706.1
ENST00000291592	CCDS13711.1
ENST00000291598	CCDS12943.1
ENST00000291633	CCDS12905.1
ENST00000291634	CCDS13718.1
ENST00000291670	CCDS13731.1
ENST00000291688	CCDS13734.1
ENST00000291691	CCDS13735.1
ENST00000291700	CCDS13736.1
ENST00000291705	CCDS13737.1
ENST00000291707	CCDS12833.1
ENST00000291715	CCDS12829.1
ENST00000291725	CCDS6975.1
ENST00000291726	CCDS12813.1
ENST00000291744	CCDS6983.1
ENST00000291755	CCDS6989.1
ENST00000291759	CCDS12890.1
ENST00000291823	CCDS12555.1
ENST00000291825	CCDS12556.1
ENST00000291832	CCDS6876.1
ENST00000291839	CCDS6882.1
ENST00000291842	CCDS12560.1
ENST00000291860	CCDS12903.1
ENST00000291890	CCDS12911.1
ENST00000291900	CCDS6910.1
ENST00000291901	CCDS12917.1
ENST00000291902	CCDS6909.1
